Name,BVN,Age,Occupation,LoanAmount,AnnualIncome,MonthlyNetSalary,InterestRate,NumberOfLoan,NumberOfDelayedPayment,OutstandingDebt,MonthsOfCreditHistory,PaymentOfMinimumAmount,MonthlyInstallmentAmount,AmountInvestedMonthly,MonthlyBalance
Chrisv,#N/A,25,Mechanic,1923.23,39431.65,3447.97,2,1,0,1392.78,291,0,19.88,64.34,510.57
Chrisv,#N/A,25,Mechanic,1923.36,39431.65,3447.97,2,1,1,1392.78,294,0,19.88,94.22,510.7
Stempelt,#N/A,50,Teacher,1190.5,34366,2831.83,8,2,9,701.41,382,0,44.93,44.09,444.16
Nickp,#N/A,42,Media_Manager,1587.62,20851.59,1701.63,18,1,15,1195.06,193,1,9.3,47.6,383.26
Flynnr,#N/A,30,Lawyer,307.68,85553.97,7223.5,1,2,0,180.95,217,0,95.11,885.63,31.62
Flynnr,#N/A,31,Lawyer,1065.79,85553.97,7223.5,1,2,0,180.95,220,0,95.11,77.52,789.73
Ablans,#N/A,19,Entrepreneur,28747.42,9163.96,806.66,23,2,17,1685.88,71,1,26786,60.75,275.54
Ablans,#N/A,20,Entrepreneur,2002.76,9163.96,806.66,23,2,15,1685.88,73,1,14.38,43.79,302.5
Ablans,#N/A,20,Entrepreneur,2004.73,9163.96,806.66,23,2,18,1685.88,75,1,14.38,41.81,304.47
Camposu,#N/A,21,Journalist,3860.68,61444.92,5144.41,31,9,17,3198.8,118,1,346.36,102.56,315.52
Camposu,#N/A,21,Journalist,3846.64,61444.92,5144.41,31,9,21,3198.8,119,1,346.36,126.6,301.48
Camposu,#N/A,21,Journalist,3752.25,61444.92,5144.41,31,9,22,3198.8,121,1,346.36,250.99,207.09
Camposu,#N/A,21,Journalist,3886.05,61444.92,5144.41,31,9,20,3198.8,122,1,346.36,77.19,340.89
Caroline Valetkevitcho,#N/A,22,Journalist,2348.58,14070.22,1148.52,24,6,15,2075.81,162,1,40.17,132.09,232.6
Caroline Valetkevitcho,#N/A,23,Journalist,2403.18,14070.22,1148.52,24,6,15,2075.81,165,1,40.17,77.49,287.2
Caroline Valetkevitcho,#N/A,23,Journalist,2423.5,14070.22,1148.52,24,6,18,2075.81,166,1,40.17,27.17,307.52
Alistern,#N/A,25,Musician,2946.04,7168.48,556.37,20,8,17,2673.71,147,1,45.94,73.3,226.39
Svea Herbst-Baylissx,#N/A,28,Engineer,62586.43,14219.35,1418.95,10,4,14,172.94,222,0,62138,126.35,275.49
Gavin Jonesp,#N/A,45,Engineer,1292.7,131760.3,11139.03,6,0,6,262.48,206,0,0,363.68,1030.22
Gavin Jonesp,#N/A,45,Engineer,580.82,131760.3,11139.03,6,0,8,262.48,209,0,0,1075.56,318.34
Flitterq,#N/A,54,Journalist,550.99,59343.12,4919.26,8,0,12,9.32,249,0,0,200.26,541.67
Flitterq,#N/A,54,Journalist,615.57,59343.12,4919.26,8,0,12,9.32,252,1,0,135.67,606.25
Flitterq,#N/A,54,Journalist,700.95,59343.12,4919.26,8,0,12,9.32,253,0,0,40.3,691.63
Flitterq,#N/A,54,Journalist,305.12,59343.12,4919.26,8,0,11,9.32,254,0,0,486.13,295.8
Sruthi Ramakrishnanu,#N/A,49,Musician,1688.07,11527.38,733.61,1,0,19,1351.42,191,0,0,26.71,336.65
Sruthi Ramakrishnanu,#N/A,49,Musician,1670.38,11527.38,733.61,1,0,19,1351.42,193,0,0,34.4,318.96
Sruthi Ramakrishnanu,#N/A,49,Musician,1657.61,11527.38,733.61,1,0,21,1351.42,195,0,0,47.17,306.19
Sruthi Ramakrishnanu,#N/A,49,Musician,1670.88,11527.38,733.61,1,0,19,1351.42,196,0,0,33.91,319.46
Langel,#N/A,39,Writer,2180.24,46477.56,4059.13,24,6,20,1799.87,109,1,212.25,295.55,168.12
Langel,#N/A,39,Writer,2326.68,46477.56,4059.13,24,6,22,1799.87,111,1,212.25,169.11,314.56
Palmerv,#N/A,46,Journalist,1528.34,27226.38,2332.87,11,2,18,1153.62,304,0,42.85,118.56,331.87
Lopezh,#N/A,41,Engineer,827.66,86097.54,7202.8,11,2,5,10.29,232,0,128.4,142.91,688.97
Lopezh,#N/A,41,Engineer,204.56,86097.54,7202.8,11,2,3,10.29,233,0,128.4,816,65.87
Whites,#N/A,36,Developer,3645.88,29423.32,2401.94,31,8,21,3190.38,77,1,190.96,34.69,264.54
Whites,#N/A,37,Developer,3574.84,29423.32,2401.94,31,8,24,3190.38,82,1,190.96,145.74,193.5
Joy Leungh,#N/A,32,Mechanic,4361.16,16799.32,1216.94,33,6,17,4014.35,70,1,73.97,54.88,272.84
Joy Leungh,#N/A,32,Mechanic,4309.02,16799.32,1216.94,33,6,17,4014.35,73,1,73.97,117.02,220.7
Alistaira,#N/A,26,Media_Manager,1174.04,81430.32,6652.86,10,1,18,794.73,390,1,48.48,555.97,330.83
Alistaira,#N/A,27,Media_Manager,1569.62,81430.32,6652.86,10,1,18,794.73,395,1,48.48,160.39,726.41
Denny Thomasd,#N/A,23,Writer,60443.67,8794.49,787.87,22,8,18,2497.37,192,1,57679,33.91,267.3
Denny Thomasd,#N/A,23,Writer,2800.59,8794.49,787.87,22,8,18,2497.37,196,1,57.58,55.58,245.64
Chestneye,#N/A,14,Media_Manager,2431.18,31896.7,2832.06,9,2,20,1941.65,233,1,36.33,43.67,453.2
Katharina Bartb,#N/A,35,Media_Manager,56305.42,93373.68,7879.14,7,2,16,1067.59,390,1,54544,196.84,693.83
Katharina Bartb,#N/A,36,Media_Manager,15104.97,93373.68,7879.14,7,2,16,1067.59,394,1,13537,410.28,500.38
Robiny,#N/A,21,Engineer,2133.65,166658.68,14058.22,12,2,8,959.2,269,0,222.29,501.37,952.16
Robiny,#N/A,21,Engineer,1396.87,166658.68,14058.22,12,2,11,959.2,271,0,222.29,1258.16,215.38
Dan Wilchinsj,#N/A,55,Lawyer,995.52,17168.93,1438.74,4,2,10,708.27,228,0,16.37,126.62,270.88
Nickz,#N/A,14,Manager,1777.73,23646.08,1752.51,14,6,13,1388.59,162,0,108.84,26.12,280.3
Mirwaisd,#N/A,21,Scientist,2258.22,108073.68,8738.14,9,0,14,1323.25,233,1,0,188.85,934.97
Mirwaisd,#N/A,22,Scientist,2080.51,108073.68,8738.14,9,0,14,1323.25,237,1,0,366.55,757.26
Tom Milesv,#N/A,42,Accountant,891.32,13056.35,1177.03,18,1,15,562.05,327,1,8.14,78.43,321.13
Tom Milesv,#N/A,42,Accountant,853.64,13056.35,1177.03,18,1,13,562.05,331,1,8.14,116.11,283.45
Tom Milesv,#N/A,43,Accountant,876.53,13056.35,1177.03,18,1,15,562.05,333,1,8.14,93.22,306.34
Dave Clarkes,#N/A,16,Mechanic,2107.42,46586.79,3823.23,27,5,8,1740.2,73,1,142.53,285.11,224.69
Dominicf,#N/A,19,Writer,1531,41995.64,3416.64,7,4,11,1072.63,183,1,87.54,143.29,370.83
Dominicf,#N/A,19,Writer,1593.59,41995.64,3416.64,7,4,11,1072.63,188,1,87.54,80.7,433.42
Dominicf,#N/A,20,Writer,1561.95,41995.64,3416.64,7,4,10,1072.63,190,1,87.54,142.34,401.78
Sam Forgionez,#N/A,24,Entrepreneur,346.55,20287.13,1626.59,11,0,15,19.94,310,1,0,126.05,326.61
Soyoung Kimy,#N/A,37,Journalist,4765.08,76879.4,6214.62,23,9,17,4070.63,104,1,388.39,197.01,306.06
Soyoung Kimy,#N/A,37,Journalist,80852.13,76879.4,6214.62,23,9,17,4070.63,106,1,76393,84.57,388.5
Soyoung Kimy,#N/A,37,Journalist,4558.01,76879.4,6214.62,23,9,17,4070.63,109,1,388.39,424.08,98.99
Baertleinm,43928560989,15,Doctor,3597.85,19594.29,1834.86,17,9,16,3212.16,20,1,146.71,67.79,238.98
Joanne Frearsonq,#N/A,39,Musician,629.22,16776.02,1622,10,4,19,244.46,353,0,28.13,17.44,356.63
Joanne Frearsonq,#N/A,39,Musician,590.1,16776.02,1622,10,4,19,244.46,356,1,28.13,106.55,317.51
Joanne Frearsonq,#N/A,39,Musician,540.27,16776.02,1622,10,4,19,244.46,357,1,28.13,156.39,267.68
Joanne Frearsonq,#N/A,39,Musician,644.32,16776.02,1622,10,4,21,244.46,359,1,28.13,42.33,371.73
Joanne Frearsonq,#N/A,39,Musician,541.5,16776.02,1622,10,4,19,244.46,360,1,28.13,135.15,268.91
Viswanathau,#N/A,44,Musician,1642.77,27881.32,2077.44,18,3,11,1264.51,255,0,37.2,99.48,341.06
Viswanathau,#N/A,45,Musician,1653.57,27881.32,2077.44,18,3,14,1264.51,257,0,37.2,78.68,351.86
Viswanathau,#N/A,45,Musician,1679.38,27881.32,2077.44,18,3,11,1264.51,260,0,37.2,42.87,377.67
Toyers,#N/A,44,Writer,3773.61,62509.84,5159.15,28,9,25,3149.82,117,1,354.42,132.13,269.37
Toyers,#N/A,44,Writer,3851.24,62509.84,5159.15,28,9,25,3149.82,123,1,354.42,64.5,347
Toyers,#N/A,45,Writer,59966.11,62509.84,5159.15,28,9,25,3149.82,124,1,56799,434.2,17.29
Yokof,#N/A,35,Scientist,2800.28,9106.34,555.86,9,6,18,2485.16,213,0,39.38,20.47,275.74
Yokof,#N/A,35,Scientist,2769.18,9106.34,555.86,9,6,18,2485.16,214,1,39.38,51.57,244.64
Tim Hepherl,#N/A,28,Musician,2277.39,59412.6,4708.05,5,5,9,1733,90,1,142.31,176.41,402.08
Tim Hepherl,#N/A,28,Musician,2303.24,59412.6,4708.05,5,5,9,1733,91,0,142.31,150.57,427.93
Robert Gibbonsm,#N/A,42,Engineer,2467.51,43623.84,3592.32,23,6,21,1924.15,122,1,142.37,55.87,400.99
Robert Gibbonsm,#N/A,43,Engineer,2468.27,43623.84,3592.32,23,6,17,1924.15,123,0,142.37,75.11,401.75
Lomi Kriely,#N/A,41,Entrepreneur,3471.45,15258.95,1508.58,1,0,5,1075.37,280,0,2081,125.78,315.08
Lomi Kriely,#N/A,41,Entrepreneur,1349.65,15258.95,1508.58,1,0,5,1075.37,282,0,0,166.58,274.28
Lomi Kriely,#N/A,41,Entrepreneur,1372.84,15258.95,1508.58,1,0,5,1075.37,286,0,0,143.39,297.47
Emilyh,#N/A,24,Teacher,617.54,21206.48,1631.21,8,0,12,231.87,231,0,0,37.45,385.67
Harry Papachristoua,#N/A,17,Engineer,830.6,13347.84,1064.32,19,2,19,536.5,267,1,15.76,102.34,278.34
Ronald Groverk,41085585139,34,Writer,870.2,31902.65,2690.55,9,1,20,413.34,264,0,18.29,92.19,438.57
Ronald Groverk,41085585139,34,Writer,841.93,31902.65,2690.55,9,1,17,413.34,265,0,18.29,100.46,410.3
Zhuk,#N/A,46,Mechanic,1492.71,15341.9,1035.49,3,1,12,1152.71,250,0,6.98,13.55,333.02
Zhuk,#N/A,46,Mechanic,1431.84,15341.9,1035.49,3,1,8,1152.71,251,0,6.98,94.42,272.15
Zhuk,#N/A,46,Mechanic,1479.88,15341.9,1035.49,3,1,10,1152.71,252,0,6.98,66.37,320.19
Lefteris Papadimaso,#N/A,48,Accountant,985.75,21834.84,1770.57,5,3,10,597.77,323,0,50.87,49.07,337.11
Chuckd,#N/A,26,Scientist,979.03,72050.92,6173.24,4,2,10,297.94,322,0,88.94,196.23,592.15
Chuckd,#N/A,27,Scientist,979.59,72050.92,6173.24,4,2,7,297.94,328,0,88.94,185.68,592.71
Hephero,#N/A,37,Entrepreneur,1669.21,107118.96,9104.58,5,3,9,1049.33,365,1,139.57,550.58,480.31
Hephero,#N/A,37,Entrepreneur,1655.49,107118.96,9104.58,5,3,8,1049.33,368,1,139.57,594.3,466.59
Stevend,#N/A,50,Journalist,51199.72,113630.4,9719.2,5,0,5,115.38,325,0,50457,634.58,627.34
Stevend,#N/A,50,Journalist,1197.1,113630.4,9719.2,5,0,6,115.38,326,0,0,130.2,1081.72
Stevend,#N/A,51,Journalist,1198.88,113630.4,9719.2,5,0,8,115.38,330,0,0,138.42,1083.5
Chiangb,#N/A,19,Scientist,1140.47,23107.74,1983.65,10,1,20,859.23,337,1,17.6,197.12,263.64
Pedro dag,#N/A,30,Accountant,1036.29,121151.4,10239.95,1,2,6,42.69,346,0,101.4,280.39,892.2
Pedro dag,#N/A,30,Accountant,893.78,121151.4,10239.95,1,2,9,42.69,347,0,101.4,422.9,749.69
Raymondj,#N/A,33,Writer,986.93,33768.35,3065.03,10,2,9,535.64,214,0,29.06,105.22,422.23
Raymondj,#N/A,33,Writer,759.32,33768.35,3065.03,10,2,9,535.64,217,0,29.06,372.82,194.62
Andreaj,#N/A,28,Scientist,2573.7,61989.72,5191.81,26,6,21,1881.13,225,1,264.76,76.61,427.81
Andreaj,#N/A,28,Scientist,2545.6,61989.72,5191.81,26,6,18,1881.13,227,0,264.76,114.71,399.71
Andreaj,#N/A,28,Scientist,2536.68,61989.72,5191.81,26,6,1606,1881.13,228,1,264.76,103.63,390.79
Andreaj,#N/A,28,Scientist,2366.47,61989.72,5191.81,26,6,18,1881.13,232,1,264.76,293.84,220.58
David Morganl,#N/A,27,Architect,2087.32,123181.16,10391.1,9,0,11,877.78,297,0,0,69.56,1209.54
David Morganl,#N/A,27,Architect,1127.11,123181.16,10391.1,9,0,8,877.78,301,0,0,1069.78,249.33
Matthias Williamsb,#N/A,52,Manager,1183.14,65312.73,5255.73,20,1,20,466.4,226,0,32.17,58.83,684.57
Matthias Williamsb,#N/A,53,Manager,1030.65,65312.73,5255.73,20,1,20,466.4,228,0,32.17,211.33,532.08
Matthias Williamsb,#N/A,53,Manager,1082.09,65312.73,5255.73,20,1,20,466.4,231,0,32.17,159.88,583.52
Andreau,#N/A,38,Engineer,1684.16,33683.95,3077,19,4,17,1390.77,271,0,111.91,304.31,181.48
Christined,#N/A,28,Mechanic,2056.85,32019.26,2610.27,15,2,11,1697.41,168,1,47.78,191.59,311.66
Christined,#N/A,28,Mechanic,2130.19,32019.26,2610.27,15,2,11,1697.41,173,1,47.78,88.25,385
Herbst-Baylissc,#N/A,45,Teacher,1557.69,22308.01,1593,6,3,6,1228.86,339,1,50.81,110.47,278.02
Herbst-Baylissc,#N/A,45,Teacher,1573.53,22308.01,1593,6,3,9,1228.86,340,1,50.81,104.63,293.86
Vera Eckerto,#N/A,18,Developer,1901.74,52210.26,4465.86,10,1,15,1276.23,390,0,24.3,81.08,601.21
ty,#N/A,48,Writer,1444.42,32228.67,2819.6,8,4,10,940.36,392,0,176.2,145.82,327.86
Hilary Russs,#N/A,43,Musician,1604.13,108312.64,9060.05,7,2,16,787.15,383,0,169.6,339.03,647.38
Ramin Mostafavik,#N/A,24,Musician,2371.93,9676.16,900.35,31,6,15,2065.06,62,1,46.28,73.16,260.59
Rosemarie Franciscou,#N/A,35,Lawyer,1282.74,64964.1,5199.68,1,0,17,896.63,313,0,0,423.86,386.11
Rosemarie Franciscou,#N/A,35,Lawyer,1163.03,64964.1,5199.68,1,0,19,896.63,318,0,0,543.56,266.4
Deepa Seetharamans,#N/A,14,Media_Manager,4558.52,20082.58,1540.55,33,5,17,4230.46,46,1,66.05,115.99,262.01
Deepa Seetharamans,#N/A,14,Media_Manager,4608.69,20082.58,1540.55,33,5,20,4230.46,47,0,66.05,65.83,312.18
Deepa Seetharamans,#N/A,15,Media_Manager,4576.28,20082.58,1540.55,33,5,17,4230.46,51,1,66.05,88.23,279.77
Deepa Seetharamans,#N/A,15,Media_Manager,4570.63,20082.58,1540.55,33,5,20,4230.46,52,1,66.05,103.88,274.12
Deepa Seetharamans,#N/A,15,Media_Manager,4553.85,20082.58,1540.55,33,5,17,4230.46,53,0,66.05,90.66,257.34
Koranyih,#N/A,29,Lawyer,536.79,15706.81,1192.9,4,2,6,282.44,335,0,23.47,154.93,230.88
Koranyih,#N/A,29,Lawyer,33812.07,15706.81,1192.9,4,2,9,282.44,336,0,33249,95.19,280.63
Koranyih,#N/A,29,Lawyer,533.51,15706.81,1192.9,4,2,6,282.44,337,0,23.47,158.22,227.6
radenp,#N/A,43,Mechanic,4142.33,60036.75,5279.06,34,5,18,3563.38,121,1,147.59,198.96,431.36
radenp,#N/A,44,Mechanic,4177.99,60036.75,5279.06,34,5,18,3563.38,123,1,147.59,163.29,467.02
Matthiasa,#N/A,35,Architect,2579.87,33917.38,2505.95,28,5,9,1966.55,72,1,255.95,33.03,357.37
Matthiasa,#N/A,35,Architect,2547.26,33917.38,2505.95,28,5,9,1966.55,77,0,255.95,55.63,324.76
Bakers,#N/A,32,Developer,2485.35,121179.4,10202.28,8,3,13,1399.72,380,0,162.97,174.59,922.66
Comlayq,#N/A,40,Media_Manager,603.68,34676,3160.67,18,4,16,138.3,80,0,69.53,100.69,395.85
Comlayq,#N/A,40,Media_Manager,327.33,34676,3160.67,18,4,14,138.3,81,1,69.53,417.03,119.5
Comlayq,#N/A,41,Media_Manager,571.07,34676,3160.67,18,4,16,138.3,82,1,69.53,153.29,363.24
Andreas Cremern,#N/A,38,Lawyer,4489.62,8578.89,465.91,15,8,17,4194.67,95,1,46.26,41.64,248.69
Andreas Cremern,#N/A,39,Lawyer,4510.36,8578.89,465.91,15,8,14,4194.67,99,0,46.26,20.9,269.43
Andreas Cremern,#N/A,39,Lawyer,4480.32,8578.89,465.91,15,8,17,4194.67,100,1,46.26,20.94,239.39
Manoj Kumars,#N/A,22,Scientist,1761.24,20434.15,1694.85,8,4,14,1393.23,205,0,61.45,41.47,306.56
Manoj Kumars,#N/A,23,Scientist,1679.56,20434.15,1694.85,8,4,14,1393.23,210,0,61.45,173.15,224.88
Kerberl,#N/A,38,Architect,3070.97,56400.18,4991.02,30,2,10,2582.73,209,1,56.78,300.86,431.46
Hirschlers,#N/A,33,Manager,2777.84,35497.94,3063.16,17,2,12,2284.86,75,1,39.33,83.33,453.65
Julienb,#N/A,21,Media_Manager,2694.15,19796.08,1357.67,21,7,11,2399.46,116,1,68.07,131.07,226.62
Julienb,#N/A,21,Media_Manager,2725.97,19796.08,1357.67,21,7,11,2399.46,117,1,68.07,99.26,258.44
Alwyn Scottf,#N/A,32,Manager,986.34,108134.07,8779.17,15,0,19,198.06,289,1,0,349.64,788.28
Alwyn Scottf,#N/A,32,Manager,861.42,108134.07,8779.17,15,0,1370,198.06,292,1,0,494.56,663.36
Dennyd,#N/A,21,Writer,2389.37,103228.74,8729.4,12,0,12,1478.43,211,0,0,222,910.94
Dennyd,#N/A,21,Writer,2386.73,103228.74,8729.4,12,0,10,1478.43,212,0,0,214.64,908.3
Rothackerj,#N/A,50,Manager,1868.2,43691.64,3747.97,16,2,17,1311.99,246,1,64.75,88.59,491.46
Rothackerj,#N/A,50,Manager,1699.31,43691.64,3747.97,16,2,15,1311.99,248,1,64.75,247.48,322.57
Martin Santaj,#N/A,20,Mechanic,2378.04,28102.36,2209.86,24,6,14,2059.36,175,1,112.47,192.3,206.21
Martin Santaj,#N/A,21,Mechanic,2464.37,28102.36,2209.86,24,6,11,2059.36,178,1,112.47,65.97,292.54
ra Hudsonc,#N/A,15,Lawyer,1588.4,18781.73,1628.14,25,2,12,1314.3,147,1,28.17,168.71,245.93
ra Hudsonc,#N/A,16,Lawyer,60696.12,18781.73,1628.14,25,2,13,1314.3,150,1,59019,61.82,362.82
ra Hudsonc,#N/A,16,Lawyer,1661.26,18781.73,1628.14,25,2,15,1314.3,152,1,28.17,65.85,318.79
ra Hudsonc,#N/A,16,Lawyer,1602.55,18781.73,1628.14,25,2,12,1314.3,153,1,28.17,164.56,260.08
Georgiopoulosj,#N/A,48,Journalist,1121.9,34336.3,2998.36,8,1,17,835.49,282,0,23.58,303.42,262.83
Georgiopoulosj,#N/A,48,Journalist,1395.93,34336.3,2722.81,8,1,19,835.49,284,0,299.13,304.94,261.31
Chikafumi Hodot,#N/A,56,Manager,1583.88,65586.32,5202.53,12,4,7,1434.88,382,0,120.06,661.25,28.94
Chikafumi Hodot,#N/A,56,Manager,1991.37,65586.32,5202.53,12,4,9,1434.88,383,0,120.06,213.76,436.43
Yunt,#N/A,27,Entrepreneur,2533.32,61922.67,5090.22,34,5,19,2270.42,127,1,182.86,526.12,80.04
Yunt,#N/A,27,Entrepreneur,34910.06,61922.67,5090.22,34,5,19,2270.42,129,0,32134,60.52,505.64
Dorisv,#N/A,40,Teacher,943.79,14468.23,1342.69,12,2,7,579.47,309,0,18.05,49.95,346.27
Dorisv,#N/A,41,Teacher,943.85,14468.23,1342.69,12,2,7,579.47,314,0,18.05,29.89,346.33
Vladimir Soldatkina,#N/A,32,Scientist,1588.05,41640.54,3466.05,8,1,21,1072.42,324,0,30.21,70.97,485.42
Vladimir Soldatkina,#N/A,32,Scientist,1571.53,41640.54,3466.05,8,1,18,1072.42,330,0,30.21,87.49,468.9
Nadiav,#N/A,26,Engineer,16088.49,73106.92,6309.24,4,1,12,900.37,371,0,14497,136.96,691.12
B.x,#N/A,50,Lawyer,643.93,13395.25,1191.27,9,2,7,330.51,261,0,19.6,95.71,293.82
B.x,#N/A,51,Lawyer,636.9,13395.25,1191.27,9,2,8,330.51,264,0,19.6,102.74,286.79
B.x,#N/A,51,Lawyer,603.34,13395.25,1191.27,9,2,7,330.51,267,0,19.6,136.3,253.23
Carmelg,#N/A,26,Scientist,1467.63,44272,3798.33,4,2,7,990.27,226,0,70.92,162.48,406.44
Lefterisj,#N/A,23,Media_Manager,888.77,58558.3,5098.86,10,0,1,272.17,204,0,0,143.29,616.6
Lefterisj,#N/A,23,Media_Manager,761.97,58558.3,5098.86,10,0,2,272.17,206,0,0,280.09,489.8
Gerlachz,#N/A,54,Lawyer,68874.36,119014.2,10116.85,12,2,3,189.33,393,0,67857,245.23,828.03
Natec,#N/A,18,Entrepreneur,2831.6,15993.33,1544.78,25,5,8,2447.8,239,0,43.58,10.68,340.22
Natec,#N/A,18,Entrepreneur,2744.73,15993.33,1544.78,25,5,11,2447.8,240,1,43.58,137.55,253.35
Natec,#N/A,18,Entrepreneur,2731.9,15993.33,1544.78,25,5,11,2447.8,246,1,43.58,160.38,240.52
Ingridq,#N/A,18,Journalist,3361.65,34848.04,2724,31,6,16,3020.66,70,1,101.02,221.41,239.97
Ingridq,#N/A,18,Journalist,3297.94,34848.04,2724,31,6,13,3020.66,72,1,101.02,285.12,176.26
Ingridq,#N/A,18,Journalist,3244.17,34848.04,2724,31,6,15,3020.66,73,1,101.02,338.89,122.49
Nicholasy,#N/A,38,Mechanic,1958.66,15724.73,1194.39,18,6,18,1653.25,182,1,49.57,94.04,255.84
Nicholasy,#N/A,38,Mechanic,1982.28,15724.73,1194.39,18,6,21,1653.25,183,1,49.57,80.41,279.46
Robd,#N/A,20,Mechanic,1277.01,128427.2,10621.27,1,3,8,201.94,191,0,224.86,227.06,850.21
Robd,#N/A,20,Mechanic,1330.1,128427.2,10621.27,1,3,8,201.94,193,0,224.86,173.97,903.3
Robd,#N/A,20,Mechanic,1070.39,128427.2,10621.27,1,3,8,201.94,194,0,224.86,443.68,643.59
Robd,#N/A,20,Mechanic,21694.91,128427.2,10621.27,1,3,8,201.94,195,0,21368,1002.3,124.97
Kanekor,#N/A,41,Architect,2034.06,42755.64,3471.97,15,6,21,1486.46,82,1,157.94,49.6,389.66
Kanekor,#N/A,41,Architect,2023.06,42755.64,3471.97,15,6,22,1486.46,83,1,157.94,50.6,378.66
Kanekor,#N/A,42,Architect,1896.46,42755.64,3471.97,15,6,22,1486.46,84,0,157.94,227.2,252.06
Davidh,#N/A,37,Entrepreneur,2655.33,16685.02,1536.42,22,5,17,2298.18,116,1,35.19,66.5,321.96
Davidh,#N/A,37,Entrepreneur,2575.91,16685.02,1536.42,22,5,17,2298.18,117,1,35.19,165.91,242.54
Davidh,#N/A,37,Entrepreneur,2675.91,16685.02,1536.42,22,5,17,2298.18,119,1,35.19,65.91,342.54
Davidh,#N/A,37,Entrepreneur,2580.26,16685.02,1536.42,22,5,17,2298.18,122,0,35.19,161.56,246.89
Alexp,#N/A,22,Mechanic,1664.54,22157.27,1834.44,19,4,11,1345.58,146,1,64.04,154.48,254.92
Ryan Vlastelicax,#N/A,34,Journalist,3033.82,31155.48,2527.29,21,5,20,2598.3,234,1,76.92,57.22,358.6
Ryan Vlastelicax,#N/A,34,Journalist,2915.99,31155.48,2527.29,21,5,17,2598.3,235,1,76.92,215.04,240.77
Ryan Vlastelicax,#N/A,34,Journalist,3036.52,31155.48,2527.29,21,5,18,2598.3,236,1,76.92,54.51,361.3
Ryan Vlastelicax,#N/A,34,Journalist,3062.28,31155.48,2527.29,21,5,17,2598.3,237,1,76.92,38.76,387.06
Pedroo,#N/A,52,Musician,299.74,66816.26,5630.02,10,0,9,143.87,401,0,0,697.13,155.87
Suvashreem,#N/A,20,Teacher,1326.75,109364.08,9409.67,16,3,5,409.27,250,0,227.29,283.48,690.19
Suvashreem,#N/A,21,Teacher,929.02,109364.08,9409.67,16,3,8,409.27,257,1,227.29,701.21,292.46
Papadimasx,#N/A,36,Doctor,1925.58,58963.04,5058.59,4,0,5,1227.73,292,0,0,58.01,697.85
Papadimasx,#N/A,37,Doctor,1857.86,58963.04,5058.59,4,0,4,1227.73,293,0,0,125.73,630.13
Papadimasx,#N/A,37,Doctor,1789.39,58963.04,5058.59,4,0,7,1227.73,297,0,0,194.2,561.66
Papadimasx,#N/A,37,Doctor,1940.43,58963.04,5058.59,4,0,7,1227.73,298,0,0,33.16,712.7
Sudip Kar-Guptat,#N/A,33,Accountant,1999.03,55448.74,4735.73,12,1,15,1450.89,396,0,30.18,185.43,517.96
Douwet,#N/A,42,Doctor,1546.9,135851.24,11418.94,18,2,18,695.12,295,1,206.56,550.11,645.22
Douwet,#N/A,42,Doctor,1651.33,135851.24,11418.94,18,2,19,695.12,297,0,206.56,435.68,749.65
Douwet,#N/A,42,Doctor,1904.36,135851.24,11418.94,18,2,18,695.12,298,0,206.56,172.66,1002.68
Douwet,#N/A,42,Doctor,1814.93,135851.24,11418.94,18,2,19,695.12,301,0,206.56,282.08,913.25
Skariachanx,#N/A,43,Mechanic,1774.28,37655.98,3366,19,6,22,1256.83,145,1,155.24,69.15,362.21
Skariachanx,#N/A,44,Mechanic,1724.91,37655.98,3366,19,6,18,1256.83,147,1,155.24,118.52,312.84
N.l,#N/A,35,Developer,1280.45,11911.29,1113.61,12,3,14,957.6,341,0,20.6,68.51,302.25
Schnurrn,#N/A,30,Doctor,2748.85,59850.24,5156.52,17,3,14,2294.21,171,0,131.82,321.01,322.82
Schnurrn,#N/A,30,Doctor,2666.9,59850.24,5156.52,17,3,11,2294.21,172,1,131.82,412.97,240.87
Schnurrn,#N/A,30,Doctor,3009.61,59850.24,5156.52,17,3,14,2294.21,176,0,131.82,40.26,583.58
Rothackerp,#N/A,42,Teacher,1608.7,12948.7,1297.06,5,4,7,1361.45,294,1,30.78,172.46,216.47
Rothackerp,#N/A,42,Teacher,1721.52,12948.7,1297.06,5,4,13,1361.45,295,0,30.78,0,329.29
Mutikanie,#N/A,23,Scientist,1531.73,15160.61,1335.38,7,4,3,1168.42,379,0,37.42,50.22,325.89
Mutikanie,#N/A,23,Scientist,1480.64,15160.61,1335.38,7,4,3,1168.42,381,0,37.42,81.32,274.8
Mutikanie,#N/A,23,Scientist,1470.97,15160.61,1335.38,7,4,0,1168.42,384,0,37.42,120.98,265.13
Mutikanie,#N/A,23,Scientist,1502.36,15160.61,1335.38,7,4,3,1168.42,386,0,37.42,89.59,296.52
Jeffsd,#N/A,27,Developer,1536.41,83800.56,7269.38,5,2,13,836.69,242,1,117.35,277.22,582.37
Jeffsd,#N/A,27,Developer,1288.2,83800.56,7269.38,5,2,10,836.69,244,1,117.35,545.42,334.16
Jeffsd,#N/A,28,Developer,1499.09,83800.56,7269.38,5,2,11,836.69,248,1,117.35,344.54,545.05
Sassarda,#N/A,16,Scientist,572.75,29487.25,2162.27,16,3,19,160.14,331,1,65.63,43.62,346.98
